bvid,title,top_words,top_scores
BV1ND421s7Wh,不装了！彻底摆烂！2024年1月新番完结吐槽！【泛式】,魔法 | 能力 | 宝宝 | 动画 | 论证 | 导演 | 乐意 | 英雄 | 原创 | 亲自,0.3459 | 0.3212 | 0.2259 | 0.1922 | 0.1765 | 0.1506 | 0.1324 | 0.1309 | 0.1279 | 0.1208
BV1Si4y1r7Kw,这玩意凭什么是内卷之王？！,咱們 | 巧克力 | 裡面 | 重新 | 蛋糕 | 一個 | 應該 | 不想 | 做過 | 怎麼,0.6146 | 0.3076 | 0.1941 | 0.1407 | 0.1405 | 0.1401 | 0.1362 | 0.1244 | 0.1242 | 0.1159
BV1ai1UYkEPs,【速睡】30min躺平冥想，拯救失眠，深度充电 | Yoga Nidra,放松 | 下沉 | 感受 | 重量 | 肩膀 | 身體 | 沉重 | 纯粹 | 腰部 | 手指,0.606 | 0.3342 | 0.3122 | 0.2143 | 0.2143 | 0.1906 | 0.155 | 0.151 | 0.1404 | 0.1319
BV1av411A7uw,人社部、最高法：“996”违法！,勞動 | 公司 | 違法 | 規定 | 合同 | 加班 | 案例 | 典型 | 制度 | 解除,0.5065 | 0.3739 | 0.2633 | 0.2251 | 0.2251 | 0.2151 | 0.2043 | 0.1896 | 0.1875 | 0.173
BV1LA41137wi,内卷、996、躺平的年轻人，怎样劝你们生三孩？【一心博士】,國家 | 生育率 | 德國 | 政策 | 消費 | 人口 | 一個 | 日本 | 生育 | 發展,0.2951 | 0.273 | 0.229 | 0.2284 | 0.206 | 0.1912 | 0.1707 | 0.1705 | 0.1678 | 0.1651
BV1VZ4y1L77c,【医学博士】你一边熬夜一边担心猝死的样子真朋克啊！I 人间急救指南,新浪 | 促死 | 機制 | 運動 | 股市 | 懂不懂 | 呼吸 | 特別 | 公司 | 一個,0.7483 | 0.3049 | 0.1863 | 0.139 | 0.1386 | 0.1064 | 0.1027 | 0.0886 | 0.0848 | 0.0844
BV1CA4m1L7K7,王者新春贺岁片 | 杨幂周深变身龙神 之 在人间打工的一天,条路 | 主意 | 中路 | 你家 | 公路 | 路上 | 人间 | 一心 | 总有 | 手里,0.4192 | 0.3959 | 0.3472 | 0.3105 | 0.1736 | 0.1734 | 0.1677 | 0.1546 | 0.1427 | 0.1359
BV1T841137jK,【新中式减肥】变瘦才是一个男人变帅的最低成本！,实际 | 计划 | 有力 | 天天 | 感觉 | 我妈 | 有点 | 肚子 | 准备 | 八个,0.2813 | 0.2109 | 0.189 | 0.1835 | 0.1799 | 0.1734 | 0.1587 | 0.1556 | 0.1554 | 0.1536
BV1Fi4y177he,晚安，被打工人！,工人 | 努力 | 早安 | 大工 | 工作 | 困難 | 傷害 | 那要 | 小姐姐 | 行為,0.7887 | 0.2326 | 0.2179 | 0.2105 | 0.12 | 0.1052 | 0.1052 | 0.1021 | 0.0994 | 0.0994
BV1Bt421G7n5,因为没升职压力大选择辞职。,不准 | 分身 | 看吧 | 花钱 | 五年 | 来个 | 加热 | 合适 | 恐怖 | 三天,0.3421 | 0.3305 | 0.3121 | 0.3046 | 0.2863 | 0.2863 | 0.2764 | 0.2679 | 0.2604 | 0.2506
BV15VjyzgEGq,你掌握这几种俯卧撑，身材和力量差不了的！,把手 | 快速 | 力量 | 形状 | 关节 | 帮助 | 人体 | 一支 | 体制 | 身体,0.5754 | 0.3302 | 0.2477 | 0.2334 | 0.2334 | 0.2289 | 0.2187 | 0.1991 | 0.1991 | 0.1901
BV1NitMebEN9,我克隆了无数个躺平BOY来进行大冒险！ROBLOX,一個 | 藍色 | 然後再 | 旁邊 | 速度 | 升級 | 一下 | 客人 | 顏色 | 怎麼,0.5023 | 0.3725 | 0.2135 | 0.1856 | 0.1808 | 0.1795 | 0.1766 | 0.168 | 0.1676 | 0.1501
BV111421d7KM,中国第一代躺平青年，深圳的流浪汉“三和大神”到底在想什么？,還要 | 怎麼 | 一個 | 記得 | 那裡 | 那麼 | 你現 | 那邊 | 名字 | 口罩,0.3194 | 0.2778 | 0.2495 | 0.1962 | 0.166 | 0.1582 | 0.1566 | 0.1551 | 0.1472 | 0.1227
BV1FT4y1Q7PX,采访我弟：内卷下的北京海淀小学生,脚子 | 五百 | 份子 | 盘子 | 合作 | 水平 | 答案 | 丢人 | 数学 | 老人,0.4471 | 0.3922 | 0.2608 | 0.2146 | 0.2003 | 0.1717 | 0.1634 | 0.149 | 0.1431 | 0.1401
BV1kS411F7E1,那些情绪稳定的职场人，不是疯了就是麻了！,生气 | 我心 | 工作 | 好好 | 集合 | 经理 | 公主 | 阶段 | 没用 | 专门,0.4099 | 0.4026 | 0.2698 | 0.2529 | 0.2133 | 0.2133 | 0.2089 | 0.2089 | 0.205 | 0.1979
BV1fs4y1H72T,【何运晨】最近工作压力很大，回想起何律的这一段，特意找出来宽慰自己,一個 | 文件 | 調整 | 解決 | 理解 | 確實 | 狀態 | 工作 | 節奏 | 錯誤,0.3534 | 0.3471 | 0.312 | 0.2408 | 0.2118 | 0.1806 | 0.1806 | 0.1719 | 0.1462 | 0.1423
BV1Z4421S7BZ,【补档】896工作制超越996，超时劳动为何无人过问？,矛盾 | 勞動 | 時代 | 企業 | 通知 | 衝突 | 經濟 | 公司 | 標準 | 民族,0.3626 | 0.2896 | 0.2547 | 0.2079 | 0.146 | 0.1445 | 0.1323 | 0.1315 | 0.1259 | 0.1259
BV1Ca411g7VM,贾跃亭走后，乐视员工过着“神仙日子”，没有996躺着挣工资,集团 | 员工 | 伺候 | 老板 | 高管 | 收入 | 版权 | 此前 | 希望 | 关系,0.6596 | 0.2577 | 0.2443 | 0.2107 | 0.1649 | 0.1183 | 0.1173 | 0.1173 | 0.1128 | 0.1103
BV1Ge411X7NW,朝鲜人在中国打工，成功赢得996福报,朝鲜 | 工厂 | 一个月 | 工人 | 中国 | 人数 | 一百 | 问题 | 采购 | 封闭,0.5053 | 0.3078 | 0.2751 | 0.2371 | 0.1719 | 0.1361 | 0.1319 | 0.1245 | 0.117 | 0.1085
BV1ra41127LP,【神女劈观】中华淮剧请求出战！淮剧公主陈澄淮剧方言翻唱版参与内卷,未必 | 一股 | 屁股 | 竟然,0.5635 | 0.5068 | 0.4861 | 0.4351
BV1RQrdBJEnE,亲测回家躺平的难度比上班摸鱼更难,回来 | 功夫 | 不来 | 总算 | 外人 | 好几个 | 开机 | 未必 | 泡泡 | 干活,0.2613 | 0.2103 | 0.2047 | 0.2047 | 0.2047 | 0.1998 | 0.1998 | 0.1954 | 0.1954 | 0.1914
BV1kk4y1Q7ka,上班第一天就被公司委以重任的后果...【早安蛋蛋】,搞砸 | 退休 | 东西 | 人人 | 工作 | 三年 | 说话 | 就让 | 干净 | 拜拜,0.3966 | 0.3453 | 0.3172 | 0.2979 | 0.2912 | 0.2747 | 0.2719 | 0.2617 | 0.2593 | 0.241
BV1Kh4y137UY,人  体  监  控  器,上午 | 睡覺 | 面前 | 到底,0.566 | 0.5371 | 0.5079 | 0.3649
BV1LUDqYYEJQ,六旬老太勇闯996,心情 | 吃饱 | 休息 | 你生 | 得意 | 一打 | 不以 | 乾淨 | 跑跑 | 困扰,0.3343 | 0.2907 | 0.1759 | 0.1704 | 0.1646 | 0.1646 | 0.1646 | 0.1597 | 0.1597 | 0.1597
BV1L4oXYxEZf,0328-吃穿家底-摆烂吧老铁,玩法 | 一手 | 眼光 | 天空 | 告訴 | 父母 | 基本上 | 出來 | 天天,0.4129 | 0.3861 | 0.3657 | 0.3493 | 0.3356 | 0.2987 | 0.2772 | 0.273 | 0.2672
BV1xAFLzqEtj,你去打工还债吧,几十 | 几天 | 回来 | 突然 | 会见 | 一进 | 清洗 | 在意 | 晚安 | 家伙,0.3914 | 0.2711 | 0.2279 | 0.201 | 0.1891 | 0.1891 | 0.1891 | 0.1786 | 0.1786 | 0.1669
BV1k84y1e7ho,这样开始摆烂不对吗？,比较 | 大学 | 学习 | 学校 | 里边 | 走走 | 身份 | 专业 | 明天 | 清晨,0.6186 | 0.3645 | 0.3075 | 0.2821 | 0.2114 | 0.2052 | 0.1805 | 0.177 | 0.1628 | 0.1246
BV1uk4y1x7N5,进 来 看 姬 小 满 踢 腿！ 🔥,人生 | 剪刀 | 逃跑 | 举起 | 常规 | 来不及 | 天才 | 你别 | 姑娘 | 师傅,0.2933 | 0.2728 | 0.2455 | 0.2455 | 0.239 | 0.239 | 0.2332 | 0.2332 | 0.2332 | 0.2192
BV1ur4y1R7VB,爱与被爱同时发生，爱才变得有意义,大王 | 天上 | 没事 | 熟人 | 妖怪 | 大妈 | 小事 | 交代 | 下场 | 哈哈哈哈,0.4034 | 0.3671 | 0.2766 | 0.2241 | 0.2241 | 0.2079 | 0.2079 | 0.2017 | 0.1963 | 0.1711
BV1bD42157CP,“不要埋怨以前的自己，因为当时他一个人站在雾里也很迷茫”,新疆 | 费用 | 出发 | 多公里 | 师傅 | 哈哈哈哈 | 一下 | 后台 | 风景 | 结束,0.6038 | 0.2752 | 0.2039 | 0.1769 | 0.1579 | 0.135 | 0.1107 | 0.1094 | 0.1033 | 0.101
BV1Xz4y1P7dx,从摆地摊到年营收2亿，85后小夫妻靠卖杯子跨越阶层！如果你喜欢本期访谈，别忘了点赞投币支持一下～,帕尼尼 | 汉堡 | 大卡 | 状态 | 大概 | 三天 | 帕尼 | 练后 | 前餐 | 饱腹,0.2346 | 0.2252 | 0.2176 | 0.1786 | 0.1692 | 0.165 | 0.1564 | 0.1564 | 0.1564 | 0.1564
BV1pkFCzCEG3,最安全火烧撤离点！航天乌鲁鲁总裁新工位（结尾有彩蛋,评论 | 刚刚 | 居然 | 来到 | 一步 | 瞄准 | 右侧 | 金线 | 覆盖 | 两颗,0.2242 | 0.209 | 0.209 | 0.2042 | 0.1879 | 0.1737 | 0.1737 | 0.1737 | 0.1611 | 0.1611
BV1scn8zoEMc,朝花夕拾,管道 | 分体 | 水冷 | 液体 | 显卡 | 冷排 | 机箱 | 冷头 | 水泵 | 散热,0.4196 | 0.3579 | 0.3147 | 0.225 | 0.2057 | 0.1993 | 0.1913 | 0.1864 | 0.1221 | 0.1192
BV17sVmzUERz,00后工位能有多离谱#叛逆老板#00后整顿职场,头像 | 威信 | 保存 | 精彩 | 重点,0.6098 | 0.5488 | 0.5342 | 0.1552 | 0.1325
BV1dh411w7Th,最诡异的数学法则，为什么不允许任何数除以0有意义？0的秘密魔力,漫威 | 英雄 | 游戏 | 博士 | 动物 | 漫画 | 角色 | 未来 | 故事 | 地图,0.5999 | 0.2705 | 0.2344 | 0.2222 | 0.1928 | 0.1752 | 0.1679 | 0.1407 | 0.1324 | 0.1285
BV13UxMeYEeM,不到20岁看不懂，小孩体会不到其中的意义！真的太戳成年人的心了,凶手 | 警方 | 日本 | 韩国 | 二楼 | 案件 | 浴室 | 现场 | 仇杀 | 太子,0.7307 | 0.215 | 0.1843 | 0.1591 | 0.153 | 0.1515 | 0.1245 | 0.1189 | 0.1178 | 0.0985
BV1r54y147SR,大佛顶首楞严咒,凶手 | 警方 | 日本 | 韩国 | 二楼 | 案件 | 浴室 | 现场 | 仇杀 | 太子,0.7307 | 0.215 | 0.1843 | 0.1591 | 0.153 | 0.1515 | 0.1245 | 0.1189 | 0.1178 | 0.0985
BV1RV411h7TT,【时代少年团】TNT《超有意义辩论赛》2.0,一杯 | 快点 | 门口 | 我先 | 照片 | 没事 | 马上 | 洗完 | 时光 | 模样,0.5282 | 0.3214 | 0.2471 | 0.2471 | 0.1866 | 0.1784 | 0.17 | 0.1388 | 0.1388 | 0.1341
BV1N14y1H7qv,“我会遇到好多有趣的人，但我不会落下你.” 今日的9个笑脸，希望能温暖你这个冬天~,鸡蛋 | 有毒 | 难吃 | 出锅 | 教程 | 一口 | 手指 | 网友 | 结合 | 味道,0.4692 | 0.2002 | 0.2002 | 0.2002 | 0.1934 | 0.1812 | 0.1646 | 0.1546 | 0.1449 | 0.1217
BV1xq421w7dn,100人公司蒙眼抓人，胜者瓜分4万元！影视飓风破产团建3.0,吸血 | 两侧 | 位于 | 皮肤 | 身体 | 金线 | 头部 | 主要 | 血液 | 雄性,0.2878 | 0.2659 | 0.2466 | 0.2448 | 0.1849 | 0.1773 | 0.1719 | 0.1563 | 0.1482 | 0.133
BV1Snnxz4ECQ,动物流佛系训练，无固定套路，自由发挥,免费 | 骗子 | 游戏 | 公主 | 百万 | 唱歌 | 皮肤 | 做事 | 点击 | 知识,0.2605 | 0.2184 | 0.2105 | 0.1863 | 0.1863 | 0.1828 | 0.1795 | 0.1765 | 0.1711 | 0.162
BV1ULN1zqEoV,小学生放学后买菜做饭vlog | 第一视角记录，小学生给还在加班的爸爸妈妈买菜做饭的日常。今天没有买到鱿鱼，要不然就给妈妈露一手我的干锅鱿鱼了。,一勺 | 鱿鱼 | 西瓜 | 原味 | 豆腐 | 妹妹 | 好吃 | 出锅 | 倒入 | 一下,0.3378 | 0.2702 | 0.2702 | 0.2431 | 0.2367 | 0.2259 | 0.1971 | 0.1946 | 0.1824 | 0.1802
BV1x3411V7NH,简简单单给自己定个目标。,不再 | 明天 | 外面,0.6112 | 0.5922 | 0.5252
BV1PA41177xm,全球60位僧侶祈福合唱《般若心经》【药师寺宽邦】,昨日 | 信念 | 一岁 | 最佳 | 盖子 | 世界 | 满天 | 错过 | 被迫 | 做个,0.3914 | 0.2088 | 0.2088 | 0.2017 | 0.2017 | 0.1998 | 0.1957 | 0.1905 | 0.1818 | 0.1818
BV1sD4y1W7f5,像不像上班时的你,分化 | 训练 | 强度 | 我练 | 频率 | 部位 | 比如说 | 比较 | 肌肉 | 一遍,0.6188 | 0.436 | 0.3288 | 0.1934 | 0.1856 | 0.132 | 0.1155 | 0.1152 | 0.1036 | 0.1021
BV1iB4y1Q75g,“终是被生活磨平了棱角”,永远 | 梦想 | 海绵 | 宝宝 | 高兴 | 关心 | 快乐 | 以前 | 打碎 | 礼貌,0.4389 | 0.3432 | 0.2423 | 0.2139 | 0.1936 | 0.1815 | 0.1655 | 0.1309 | 0.1306 | 0.1211
BV1Km421W79H,被全网群嘲的“上海天真小少爷”事件，揭露当下社会最残酷的真相 #上海 #有钱人 #阶层 #年轻人 #自律,阶层 | 富人 | 月薪 | 网友 | 限制 | 努力 | 有钱人 | 少爷 | 跨越 | 时间,0.3767 | 0.3033 | 0.2257 | 0.2007 | 0.1443 | 0.1388 | 0.1354 | 0.13 | 0.13 | 0.1285
BV1dS4y147pP,你永叫不醒一个假装努力的人,据点 | 发射 | 敌方 | 压制 | 剩余 | 入侵 | 遭到 | 区域 | 阻止 | 立即,0.7974 | 0.1993 | 0.1926 | 0.1868 | 0.1775 | 0.1736 | 0.1736 | 0.17 | 0.1668 | 0.1611
BV1GK421t7gs,为什么我的朋友很少，这是我的一段经历,证明 | 身上 | 嫌弃 | 美女 | 这款 | 一款 | 块钱 | 兄弟 | 老板 | 问题,0.5599 | 0.3691 | 0.335 | 0.3113 | 0.2991 | 0.2759 | 0.2381 | 0.2189 | 0.2141 | 0.1585
BV1i2PYesEKS,赵露思为何要那样？容貌焦虑，口碑直降，开年热搜大户的事业困境,公益 | 网友 | 事件 | 生病 | 帮助 | 粉丝 | 女性 | 网红 | 补贴 | 工作室,0.3171 | 0.2811 | 0.2092 | 0.1838 | 0.1832 | 0.1603 | 0.1454 | 0.1353 | 0.1313 | 0.1195
BV1Q8411f7F8,又一正在恶心中国女孩的“新型网红”，暴露出当下社会最病态现象,去年 | 比赛 | 队伍 | 冠军 | 击败 | 遗憾 | 选手 | 多次 | 证明 | 世界,0.3852 | 0.3162 | 0.2692 | 0.2692 | 0.2692 | 0.26 | 0.2397 | 0.2108 | 0.2108 | 0.1288
BV11Y4y1Y7Kj,逛100个工位后，桌面好物和雷品全在这了！！！,推荐 | 杯子 | 充电 | 东西 | 好看 | 工位 | 单身 | 样子 | 平常 | 有没有,0.4518 | 0.3034 | 0.2883 | 0.2805 | 0.2515 | 0.2085 | 0.1969 | 0.1283 | 0.1268 | 0.1172
BV1L94y1L7jE,5年前火爆全网的【旅行青蛙】为何一夜消失？如今变成什么样？,游戏 | 青蛙 | 旅行 | 玩家 | 玩法 | 照片 | 收集 | 回来 | 妈妈 | 纷纷,0.4999 | 0.4528 | 0.386 | 0.2438 | 0.2087 | 0.1231 | 0.1072 | 0.1066 | 0.1029 | 0.0915
BV1uHzFB2Eoe,我们的生活一地鸡毛，却见不得人间疾苦,包村 | 投降 | 威信 | 重点,0.5915 | 0.5485 | 0.5322 | 0.257
BV14W4y1X7rX,你知道高考背后的24小时吗，全社会都为这一天，做好了准备!,音乐,1.0
BV1Pz4y1s7b9,双人洗刷刷，这次我俩把海绵宝宝的工位都洗干净了！,老板 | 干净 | 哇塞 | 清洗 | 一下 | 海绵 | 宝宝 | 清理 | 前辈 | 游戏,0.6435 | 0.3315 | 0.259 | 0.235 | 0.1815 | 0.1763 | 0.1384 | 0.1147 | 0.1083 | 0.1042
BV17W4y1W7Rs,“很多年前的话，现在听起来多么讽刺”,数学 | 量子 | 计算 | 兄弟 | 研究 | 材料 | 得主 | 人类 | 大佬 | 物质,0.4386 | 0.2855 | 0.2441 | 0.235 | 0.235 | 0.1835 | 0.1645 | 0.1606 | 0.1542 | 0.1352
BV1ErUmYcEeb,天才中单体验德国女大学生开学的一天,无法 | 依然,0.724 | 0.6898
BV1CV4y137BF,事实证明，你可以摸鱼，但是你不能真的菜,清水 | 日本 | 好吃 | 料理 | 不错 | 神社 | 舞台 | 微微 | 红豆 | 试试看,0.4522 | 0.3174 | 0.2638 | 0.2504 | 0.2244 | 0.2087 | 0.1593 | 0.1454 | 0.1391 | 0.1219
BV1Zr4y1D7cf,不惧困难，顽强乐观。贵在坚持，顺其自然！加油！奥利给！哈哈哈哈哈哈,拥有 | 差异 | 特征 | 舌头 | 飞船 | 星球 | 将会 | 一头 | 发生 | 感染,0.1961 | 0.1961 | 0.1916 | 0.1916 | 0.1839 | 0.1839 | 0.1777 | 0.1333 | 0.1312 | 0.1293
BV1EU4y1r7ED,韩国出生率创世界新低，但不具备任何参考价值,宙斯 | 瞄准 | 这波 | 射手 | 闪现 | 克斯 | 大招 | 波比 | 风暴 | 倒地,0.4721 | 0.3148 | 0.2919 | 0.2361 | 0.2189 | 0.2189 | 0.1897 | 0.1574 | 0.1511 | 0.1416
BV16VZmYQEA6,第3期：围观！职场同事之间的爱恨情仇？,点击 | 免费 | 士兵 | 小女孩 | 中国 | 内容 | 广告 | 女孩 | 软件 | 会员,0.3758 | 0.2469 | 0.2454 | 0.2181 | 0.2074 | 0.1846 | 0.1759 | 0.1571 | 0.1547 | 0.1363
BV1yV411s7Y7,上班摸鱼被领导发现喽,漫威 | 英雄 | 游戏 | 博士 | 动物 | 漫画 | 角色 | 未来 | 故事 | 地图,0.5999 | 0.2705 | 0.2344 | 0.2222 | 0.1928 | 0.1752 | 0.1679 | 0.1407 | 0.1324 | 0.1285
BV1oG411e7f3,你的工位下藏着腐烂的董事长！郑州办公楼苍蝇窝案件始末,帕尼尼 | 汉堡 | 大卡 | 状态 | 大概 | 三天 | 帕尼 | 练后 | 前餐 | 饱腹,0.2346 | 0.2252 | 0.2176 | 0.1786 | 0.1692 | 0.165 | 0.1564 | 0.1564 | 0.1564 | 0.1564
BV1i8411b7RT,预制菜，社会阶层分化和食品工业化的必然结果！这会是一条不归路么?,商场 | 不让 | 抗拒 | 真的假 | 口罩 | 女友 | 讨厌 | 为啥 | 导演 | 交给,0.4026 | 0.3073 | 0.2148 | 0.2148 | 0.2075 | 0.2013 | 0.2013 | 0.196 | 0.1832 | 0.1765
BV1T3uozyETF,道歉的意义是什么？,萝卜 | 时代 | 权威 | 言论 | 沟通 | 父母 | 认知 | 家长 | 大人 | 类似,0.2569 | 0.1853 | 0.185 | 0.1734 | 0.1688 | 0.1628 | 0.1611 | 0.1521 | 0.1471 | 0.1309
BV1t44y1K7rT,金店维修工位可以赚的渣渣钱,核聚变 | 可控 | 太阳 | 发电 | 材料 | 装置 | 核心 | 核弹 | 放置 | 压缩,0.4424 | 0.2655 | 0.2422 | 0.2422 | 0.2221 | 0.2212 | 0.2206 | 0.1659 | 0.1659 | 0.1387
BV1Fo4y1C7Fy,【猛男舞团】放暑假啦！躺赢后生仔！,光光 | 烦恼 | 月光 | 好喝 | 三点 | 漫画 | 没想 | 说好 | 玩具 | 躺平,0.2772 | 0.2772 | 0.2772 | 0.269 | 0.269 | 0.2618 | 0.2555 | 0.2499 | 0.2401 | 0.2247
BV1Dd4y1o7s8,这才是夏天的真正意义！！,管道 | 分体 | 水冷 | 液体 | 显卡 | 冷排 | 机箱 | 冷头 | 水泵 | 散热,0.4196 | 0.3579 | 0.3147 | 0.225 | 0.2057 | 0.1993 | 0.1913 | 0.1864 | 0.1221 | 0.1192
BV1A5411g7US,努力奋斗获得了成功，结果却得不偿失,省钱 | 身体 | 上班 | 账单 | 金刚 | 极限 | 加班费 | 几个 | 五块 | 嘿嘿嘿,0.3802 | 0.3206 | 0.2204 | 0.205 | 0.1968 | 0.1968 | 0.1901 | 0.1893 | 0.1845 | 0.1845
BV1Sv4y1C7Ea,我是如何从一名建筑工人成为百万粉丝UP主的？【读评论】,闪现 | 呼吸 | 蝎子 | 要死 | 克斯 | 位置 | 大招 | 这波 | 人头 | 伤害,0.6247 | 0.363 | 0.2352 | 0.1933 | 0.1893 | 0.182 | 0.1804 | 0.1515 | 0.1429 | 0.1403
BV1tfbzz7EoZ,决定阶层的从来不是智商…,这位 | 操作 | 汽车 | 地板 | 事故 | 做法 | 还好 | 全都 | 不少 | 发生,0.448 | 0.4361 | 0.3153 | 0.3069 | 0.2995 | 0.2464 | 0.2407 | 0.2162 | 0.1986 | 0.192
BV1St4y1F75F,老板，你没事吧！😡,看见 | 没事 | 袋子 | 盘子 | 海鲜 | 面条 | 分开 | 螃蟹 | 帮忙 | 玻璃,0.9583 | 0.1134 | 0.0919 | 0.0882 | 0.0852 | 0.0827 | 0.0805 | 0.0786 | 0.0768 | 0.0725
BV1TuAtepET6,自制四种摸鱼小手工｜手工diy教程,宙斯 | 这波 | 大招 | 技能 | 离谱 | 半天 | 队友 | 放大 | 上线 | 消耗,0.6958 | 0.4388 | 0.1789 | 0.1398 | 0.1368 | 0.1295 | 0.1291 | 0.1256 | 0.108 | 0.1062
BV1oWAfzQEEH,为什么我们会害怕开学？,伤害 | 打断 | 离谱 | 支持 | 草丛 | 蝎子 | 石头 | 远程 | 游戏 | 演员,0.258 | 0.2434 | 0.2076 | 0.1864 | 0.169 | 0.1623 | 0.1623 | 0.1623 | 0.1564 | 0.148
BV1ALrwBjEU4,暴雨末世来临，我因独自加班被困公司，最后却靠拆同事的快递活了下来。 #原创动画,快递 | 公司 | 被困 | 立刻 | 同事 | 窗外 | 零食 | 竟然 | 消息 | 彻底,0.3367 | 0.2643 | 0.2323 | 0.2211 | 0.2055 | 0.1633 | 0.159 | 0.1562 | 0.1519 | 0.1386
BV1Ha411b7SW,【摸鱼神器】在桌面上养了个祖宗是什么体验,包村 | 投降 | 威信 | 重点,0.5915 | 0.5485 | 0.5322 | 0.257
BV1sJ411u7jN,【散人】伟大母亲的奋斗发家史（完结合集）,宝宝 | 以后 | 智力 | 妈妈 | 属性 | 游戏 | 体力 | 魅力 | 爬行 | 银行,0.7555 | 0.1867 | 0.1638 | 0.1489 | 0.1439 | 0.117 | 0.1086 | 0.1035 | 0.1035 | 0.1032
BV18XtdzaEhF,《当我把工位变成摊位》,露丝 | 妹妹 | 小美 | 房子 | 离开 | 说出 | 父亲 | 哥哥 | 激动 | 回忆,0.8922 | 0.303 | 0.0929 | 0.0671 | 0.0606 | 0.0597 | 0.0577 | 0.0517 | 0.0465 | 0.0457
BV1Zo4y1P7Ly,人鬼共生，江晓执掌宿命超脱！蹲坑摸鱼必备！,苹果 | 格式 | 照片 | 摄影 | 功能 | 像素 | 风格 | 提升 | 充电 | 相机,0.4519 | 0.2711 | 0.2298 | 0.2054 | 0.1856 | 0.184 | 0.1794 | 0.1758 | 0.1756 | 0.1756
BV1n44y1f78K,如果天花板不是用来形容他们家，那么天花板将毫无意义|真探来了,味道 | 炒饭 | 东西 | 一开 | 香味 | 吃饭 | 一顿 | 三人 | 后悔 | 慢慢,0.422 | 0.3616 | 0.2546 | 0.2169 | 0.2016 | 0.1945 | 0.1813 | 0.1677 | 0.1584 | 0.1494
BV1zZ4y1a74g,当今社会几大狠人3.0,依然 | 听说 | 胸口 | 心疼 | 想过 | 想起 | 信仰 | 明白 | 脆弱 | 普通,0.38 | 0.37 | 0.3232 | 0.2908 | 0.2831 | 0.2755 | 0.1939 | 0.1845 | 0.1801 | 0.1771
BV1wh4y1H7V9,五一加班大男孩,五一 | 男孩 | 加班 | 天堂 | 上帝 | 选手 | 面前 | 第一位 | 目光 | 我越,0.5839 | 0.4512 | 0.2649 | 0.2256 | 0.2131 | 0.208 | 0.1618 | 0.1128 | 0.1128 | 0.1128
BV1uJ411h7WJ,冯提莫《佛系少女》 现场甜美开唱元气满满【bilibili晚会单品】,镜头 | 拍摄 | 画面 | 时刻 | 观众 | 景象 | 人物 | 元素 | 出现 | 色彩,0.5703 | 0.3634 | 0.3011 | 0.1954 | 0.1694 | 0.1354 | 0.1318 | 0.1222 | 0.1165 | 0.1158
BV1Dz421f7E1,护航真正存在的意义！,沙漠 | 收获 | 植物 | 周期 | 成本 | 工厂 | 结合 | 快速 | 新疆 | 利用,0.4322 | 0.2505 | 0.243 | 0.2366 | 0.2281 | 0.2031 | 0.1877 | 0.1835 | 0.1729 | 0.1681
BV1Rh4y1B7Gu,6年跟拍3个不同阶层，最下层女孩的人生，出路让人揪心！,寂寞 | 眼泪 | 下来 | 习惯 | 总是 | 曾经 | 想想 | 之间 | 变成 | 代替,0.6884 | 0.2819 | 0.2492 | 0.2313 | 0.2266 | 0.2201 | 0.2201 | 0.2106 | 0.1784 | 0.1549
BV16ingzcEnn,朱元璋的奋斗（1）：开局一个碗！,据点 | 发射 | 敌方 | 压制 | 剩余 | 入侵 | 遭到 | 区域 | 阻止 | 立即,0.7974 | 0.1993 | 0.1926 | 0.1868 | 0.1775 | 0.1736 | 0.1736 | 0.17 | 0.1668 | 0.1611
BV1Sy4y1s7kS,比低欲望社会更恐怖的来了，90后不消费主义，极简生活将加速形成,价格 | 海鲜 | 味道 | 实际 | 下边 | 品质 | 好吃 | 尝尝 | 口感 | 蟹壳,0.35 | 0.317 | 0.2564 | 0.2546 | 0.2344 | 0.2138 | 0.1994 | 0.1569 | 0.1541 | 0.1465
BV1go5jzJEmg,群像的意义在此刻绽放,补贴 | 公司 | 现金 | 东西 | 比例 | 以后 | 手里 | 基数 | 一年 | 收入,0.4343 | 0.4006 | 0.1853 | 0.1668 | 0.1633 | 0.159 | 0.1451 | 0.1448 | 0.1436 | 0.1402
BV1w4PjzyEws,干嘛猫的vlog（上班有点焦虑，得哄哄自己）,右边 | 声音 | 左边 | 电脑 | 问题 | 驱动 | 应该 | 网友 | 肯定 | 播放,0.4629 | 0.343 | 0.3007 | 0.2253 | 0.2188 | 0.1974 | 0.1952 | 0.1904 | 0.182 | 0.1622
BV181421R7p3,什么工作可以做到周末加班，晚上加班，全年无休，一个月3800的？,兄弟 | 妈妈 | 补贴 | 百亿 | 买点 | 淘宝 | 活动 | 平台 | 一个月 | 性价比,0.7026 | 0.3575 | 0.2933 | 0.2086 | 0.1269 | 0.1238 | 0.1137 | 0.1117 | 0.0973 | 0.0929
BV1Er42157b6,或许这就是时光机存在的意义吧！,即将 | 窗户 | 打开 | 拍照 | 你好 | 模式 | 注意 | 多万 | 行驶 | 当前,0.5159 | 0.2759 | 0.2757 | 0.258 | 0.2117 | 0.1881 | 0.1672 | 0.1575 | 0.1512 | 0.1417
BV1inf9YNEmj,“  朕  的  奋  斗   ”,今日 | 天下,0.7834 | 0.6215
